순번,사업장명,인허가일자,영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,위생업태명,업데이트
1219,정(情)정식,2023-12-18,영업/정상,,경상남도 거제시 거제면 남동리 29-256,"경상남도 거제시 거제면 거제남서로 3400, 1층",53286,한식,한식
1220,호떡앤분식,2023-12-21,영업/정상,,경상남도 거제시 고현동 98-27 고현종합시장,"경상남도 거제시 거제중앙로 1883-2, 고현종합시장 1층 180호 (고현동)",53254,분식,분식
1221,.,2023-12-22,영업/정상,,경상남도 거제시 하청면 석포리 53,"경상남도 거제시 하청면 연하해안로 1107-7, 주1동, 부1~9동 1층",53205,식육(숯불구이),식육(숯불구이)
1222,시청칼국수,2023-12-29,영업/정상,,경상남도 거제시 고현동 701-1,"경상남도 거제시 계룡로 144, 1층 (고현동)",53256,분식,분식
1223,토끼네달떡,2024-01-04,영업/정상,055 635 9919,경상남도 거제시 문동동 626,"경상남도 거제시 문동1길 46, 1층 (문동동)",53298,호프/통닭,호프/통닭
1224,지도리,2024-01-08,영업/정상,50713871839,경상남도 거제시 아주동 1697-16,"경상남도 거제시 아주1로1길 24, 1층 (아주동)",53305,일식,일식
1225,니얼트리(Near tree),2024-01-08,영업/정상,055 6351369,경상남도 거제시 장평동 733,"경상남도 거제시 장평1로 161, 다동 1층 (장평동)",53264,경양식,경양식
1226,황칠미가,2024-01-09,영업/정상,055 6875285,경상남도 거제시 사등면 덕호리 13-15,"경상남도 거제시 사등면 거제남서로 5402, 1층",53274,식육(숯불구이),식육(숯불구이)
1227,활력충전소,2024-01-11,영업/정상,,경상남도 거제시 옥포동 360-3,"경상남도 거제시 옥포대첩로4길 39, 1층 (옥포동)",53229,한식,한식
1228,무봤나촌닭 옥포점,2024-01-12,영업/정상,055 736 0040,경상남도 거제시 옥포동 517-25,"경상남도 거제시 옥포대첩로1길 22, 2층 (옥포동)",53223,호프/통닭,호프/통닭
1229,춘향골 남원추어탕,2024-01-18,영업/정상,055 6338689,경상남도 거제시 수월동 1043-195,"경상남도 거제시 수양로 454-17, 2동 1층 (수월동)",53237,한식,한식
1230,아주쌈밥,2024-01-18,영업/정상,055 681 0022,경상남도 거제시 아주동 1673-7,"경상남도 거제시 아주2로 89, 현대그린빌 1층 (아주동)",53308,한식,한식
1231,거제굴국밥,2024-01-19,영업/정상,,경상남도 거제시 장승포동 531-33,"경상남도 거제시 장승로 117, 1층 (장승포동)",53322,한식,한식
1232,거제명가국밥,2024-01-19,영업/정상,055 6336541,경상남도 거제시 거제면 서정리 766-1,"경상남도 거제시 거제면 기성로 6, 주1동 1층",53286,한식,한식
1233,엄마의 부엌,2024-01-24,영업/정상,,경상남도 거제시 거제면 남동리 29-198,"경상남도 거제시 거제면 읍내로7안길 23-2, 1층",53286,한식,한식
1234,엄마의밥상,2024-01-29,영업/정상,,경상남도 거제시 연초면 죽토리 327 신우희가로아파트,"경상남도 거제시 연초면 죽토로 2, 1동 1층 상가103호 (신우희가로아파트)",53212,한식,한식
1235,육조개,2024-01-31,영업/정상,,경상남도 거제시 장평동 346-23,"경상남도 거제시 장평3로7길 31-3, 1층 (장평동)",53263,횟집,횟집
1236,연초분식,2024-02-02,영업/정상,50713733529,경상남도 거제시 연초면 죽토리 1104-15,"경상남도 거제시 연초면 거제북로 40-1, 2층",53212,분식,분식
1237,섬김밥,2024-02-02,영업/정상,055 635 1452,경상남도 거제시 상동동 925-3,"경상남도 거제시 상동5길 115, 2동 1층 (상동동)",53292,분식,분식
1238,두찜 거제장승포점,2024-02-02,영업/정상,055 681 8944,경상남도 거제시 두모동 450-3,"경상남도 거제시 두모길 36, 1층 (두모동)",53317,한식,한식
1239,천생연분 추어탕,2024-02-05,영업/정상,055 633 1007,경상남도 거제시 연초면 연사리 1373-269,"경상남도 거제시 연초면 거제대로 4500-31, 주건축물제1동 · 부1동 1층",53209,한식,한식
1240,큰언니포차,2024-02-06,영업/정상,,경상남도 거제시 능포동 680-14,"경상남도 거제시 능포로2길 49, 옥명새시장 D동 1층 111호 (능포동)",53315,정종/대포집/소주방,정종/대포집/소주방
1241,오션토랑,2024-02-07,영업/정상,,경상남도 거제시 아주동 737-2,"경상남도 거제시 거제대로 3541, 2층 (아주동)",53300,기타,기타
1242,선갤러리전통찻집,2024-02-08,영업/정상,,경상남도 거제시 둔덕면 하둔리 365-26,"경상남도 거제시 둔덕면 하둔1길 23, 주건축물제1동 1층",53281,기타,기타
1243,나는돼지국밥,2024-02-13,영업/정상,055 634 1888,경상남도 거제시 동부면 산촌리 276-1,"경상남도 거제시 동부면 거제남서로 3180, 1동 1층",53331,한식,한식
1244,람빵마트식당,2024-02-14,영업/정상,,경상남도 거제시 옥포동 550-20,"경상남도 거제시 옥포대첩로2길 50, 1층 (옥포동)",53233,"외국음식전문점(인도,태국등)","외국음식전문점(인도,태국등)"
1245,행복휴게실,2024-02-14,영업/정상,055 633 6417,경상남도 거제시 거제면 서정리 766-1,"경상남도 거제시 거제면 기성로 6, 주1동 1층",53286,한식,한식
1246,콩시매,2024-02-15,영업/정상,055 632 6427,경상남도 거제시 사등면 사곡리 835,"경상남도 거제시 사등면 두동로 58, 1층 102호",53278,한식,한식
1247,천계,2024-02-16,영업/정상,055 687 7988,경상남도 거제시 옥포동 1936,"경상남도 거제시 옥포로6길 26, 1층 (옥포동)",53231,호프/통닭,호프/통닭
1248,이크이쿡(ik-icook) 거제1호점,2024-02-16,영업/정상,50713852094,경상남도 거제시 연초면 오비리 166-2,"경상남도 거제시 연초면 소오비길 32, 1층",53208,김밥(도시락),김밥(도시락)
1249,"니나스커리(Nina,s Curry)",2024-02-16,영업/정상,50713644390,경상남도 거제시 장평동 346-80,"경상남도 거제시 장평1로14길 21, 2층 (장평동)",53263,정종/대포집/소주방,정종/대포집/소주방
1250,쉬어가리,2024-02-20,영업/정상,,경상남도 거제시 연초면 죽토리 1104-15,"경상남도 거제시 연초면 거제북로 40-1, 2층",53212,식육(숯불구이),식육(숯불구이)
1251,탄광맥주 거제아주점,2024-02-26,영업/정상,50713182049,경상남도 거제시 아주동 1686-7,"경상남도 거제시 아주1로 54, 1층 (아주동)",53305,기타,기타
1252,호박마차,2024-02-27,영업/정상,055 633 8269,경상남도 거제시 고현동 1009-3,"경상남도 거제시 중곡2로4길 21, 1층 (고현동)",53249,한식,한식
1253,거제매미식당,2024-02-28,영업/정상,055 637 8966,경상남도 거제시 장목면 대금리 317-8,"경상남도 거제시 장목면 옥포대첩로 1309, 1층",53202,한식,한식
1254,??돈까스앤도시락 거제포로수용소점,2024-02-29,영업/정상,055 633 2059,경상남도 거제시 고현동 362,"경상남도 거제시 계룡로 61, 주6동 2층 (고현동)",53257,경양식,경양식
1255,산타페캠프닉(매미성본점),2024-02-29,영업/정상,50713577147,경상남도 거제시 장목면 율천리 1-1,"경상남도 거제시 장목면 율천두모로 120, 1~11동 1층",53202,식육(숯불구이),식육(숯불구이)
1256,다송,2024-02-29,영업/정상,50714314420,경상남도 거제시 고현동 721-8,"경상남도 거제시 고현로2길 44, 1층 (고현동)",53256,분식,분식
1257,압구정화로구이 장승포점,2024-03-04,영업/정상,055 682 6707,경상남도 거제시 장승포동 693-4,"경상남도 거제시 장승로 146-11, 1층 (장승포동)",53320,한식,한식
1258,가마치통닭(한화오션서문점),2024-03-04,영업/정상,055 681 2202,경상남도 거제시 아주동 742,"경상남도 거제시 거제대로 3557-1, 1층 (아주동)",53301,호프/통닭,호프/통닭
1259,중곡동 이모카세,2024-03-04,영업/정상,055 633 8113,경상남도 거제시 고현동 997-10 성원빌딩,"경상남도 거제시 중곡로 17-4, 성원빌딩 1층 (고현동)",53249,경양식,경양식
1260,오야 거제고현점,2024-03-04,영업/정상,50714098013,경상남도 거제시 고현동 961-163,"경상남도 거제시 고현로11길 15, 유원빌딩 1층 (고현동)",53251,기타,기타
1261,시청옆캠핑한우,2024-03-06,영업/정상,055 6334700,경상남도 거제시 고현동 512-1,"경상남도 거제시 계룡로9길 9, 주건축물제2동 1,2층 (고현동)",53257,식육(숯불구이),식육(숯불구이)
1262,매미섬돌짜장 매미성본점,2024-03-07,영업/정상,055 636 9391,경상남도 거제시 장목면 대금리 262-13,"경상남도 거제시 장목면 옥포대첩로 1296, 1층",53202,중국식,중국식
1263,거제 보울스(BOWLS) 포케샐러드,2024-03-07,영업/정상,50713694976,경상남도 거제시 고현동 1102,"경상남도 거제시 고현항로 18, 이편한세상 거제 유로아일랜드 근린생활시설2동 1층 108호 (고현동)",53336,기타,기타
1264,미분당(米粉堂) 거제고현점,2024-03-07,영업/정상,50714902930,경상남도 거제시 고현동 978-10 고현동주상복합아파트,"경상남도 거제시 거제중앙로 1930-10, 1층 116호 (고현동, 고현동주상복합아파트)",53251,한식,한식
1265,탕화쿵푸마라탕 상문동점,2024-03-13,영업/정상,055 636 4568,경상남도 거제시 상동동 229-31,"경상남도 거제시 거제중앙로 1663, 1층 (상동동)",53294,중국식,중국식
1266,짱구분식,2024-03-14,영업/정상,50713335097,경상남도 거제시 상동동 50 덕산3차베스트타운,"경상남도 거제시 상동1길 15-11, 덕산3차베스트타운 320동 1층 108호 (상동동)",53296,분식,분식
1267,오션(ocean),2024-03-15,영업/정상,055 637 9292,경상남도 거제시 수월동 1043-1,"경상남도 거제시 해명로 17, 주1동 2층 (수월동)",53239,한식,한식
1268,포구객잔,2024-03-15,영업/정상,055 638 4979,경상남도 거제시 장목면 농소리 42-3,"경상남도 거제시 장목면 거제북로 2501-18, 주건축물 제1동 지1~1층",53200,기타,기타
1269,거제돈,2024-03-15,영업/정상,50713540802,경상남도 거제시 장목면 송진포리 46-1,"경상남도 거제시 장목면 거제북로 2586, 가동 1층",53200,식육(숯불구이),식육(숯불구이)
1270,로봇김밥(거제수월점),2024-03-18,영업/정상,50714288036,경상남도 거제시 수월동 1123-1,"경상남도 거제시 수양로 468, 파이브테라스 주건축물 제1동 1층 102호 (수월동)",53237,분식,분식
1271,후라이드의품격(거제점),2024-03-20,영업/정상,055 6350550,경상남도 거제시 사등면 덕호리 110-21,"경상남도 거제시 사등면 거제남서로 5324, 1층",53274,호프/통닭,호프/통닭
1272,엄마의바다,2024-03-21,영업/정상,50714177575,경상남도 거제시 거제면 오수리 1044,"경상남도 거제시 거제면 죽림1길 69-28, 주1동 2층",53286,기타,기타
1273,압구정화로구이 거제아주점,2024-03-21,영업/정상,055 681 8827,경상남도 거제시 아주동 1686-7,"경상남도 거제시 아주1로 54, 1층 (아주동)",53305,식육(숯불구이),식육(숯불구이)
1274,장가네일품순두부 장평점,2024-03-22,영업/정상,055 6382315,경상남도 거제시 장평동 377-10,"경상남도 거제시 장평로8길 8, 1층 (장평동)",53265,한식,한식
1275,잘나가포차,2024-03-22,영업/정상,,경상남도 거제시 고현동 961-3,"경상남도 거제시 서문로6길 7, 2층 202호 (고현동, 태정pro vill)",53253,정종/대포집/소주방,정종/대포집/소주방
1276,밥상머리,2024-03-25,영업/정상,,경상남도 거제시 아주동 1662-4,"경상남도 거제시 용소1길 12, 현대빌 1층 (아주동)",53300,한식,한식
1277,맴맴 그집앞,2024-03-28,영업/정상,,경상남도 거제시 장목면 대금리 4-2,"경상남도 거제시 장목면 복항길 19, 주2동 1층",53202,한식,한식
1278,거제녹두삼계탕,2024-03-28,영업/정상,055 635 1120,경상남도 거제시 연초면 오비리 1168-1,"경상남도 거제시 연초면 연하해안로 194, 1층",53208,탕류(보신용),탕류(보신용)
1279,여기애주(酒),2024-03-28,영업/정상,50714200616,경상남도 거제시 고현동 1011-6,"경상남도 거제시 중곡로1길 24-2, 1층 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
1280,미림정식,2024-03-28,영업/정상,055 637 7778,경상남도 거제시 장평동 1195-76,"경상남도 거제시 장평1로 27, 2층 (장평동)",53267,한식,한식
1281,쏭언니네,2024-04-01,영업/정상,,경상남도 거제시 상동동 735,"경상남도 거제시 상동7길 30-1, 대동 다숲아파트 상가동 2층 214호 (상동동)",53293,정종/대포집/소주방,정종/대포집/소주방
1282,킹덤홀덤펍(KINGDOM HOLDEM PUB),2024-04-01,영업/정상,,경상남도 거제시 장평동 1195-6,"경상남도 거제시 장평로4길 16, 주1동 2층 202(일부)호 (장평동)",53267,기타,기타
1283,상달이네,2024-04-01,영업/정상,055 634 0109,경상남도 거제시 고현동 98-28,"경상남도 거제시 고현로8길 3-1, 1동 1층 (고현동)",53254,기타,기타
1284,배달클라쓰 상동직영점,2024-04-02,영업/정상,,경상남도 거제시 상동동 711-8,"경상남도 거제시 상동7길 11, 주1 1층 (상동동)",53294,한식,한식
1285,세렌디피티,2024-04-03,영업/정상,,경상남도 거제시 옥포동 1293-1 옥현시장,"경상남도 거제시 옥포로 250, 옥현시장 3층 303(일부)호 (옥포동)",53219,기타,기타
1286,거창회센타,2024-04-04,영업/정상,,경상남도 거제시 장평동 287-3,"경상남도 거제시 장평3로5길 15, 주1동 1층 (장평동)",53269,횟집,횟집
1287,럭키카페,2024-04-11,영업/정상,,경상남도 거제시 일운면 소동리 250-4,"경상남도 거제시 일운면 소동1길 9, 1층",53326,기타,기타
1288,하이반점,2024-04-11,영업/정상,,경상남도 거제시 장목면 장목리 231-53,"경상남도 거제시 장목면 옥포대첩로 1594, 1층",53201,중국식,중국식
1289,금이한식,2024-04-12,영업/정상,,경상남도 거제시 고현동 362,"경상남도 거제시 계룡로 61, 주6동 2층 (고현동)",53257,한식,한식
1290,이화,2024-04-12,영업/정상,,경상남도 거제시 거제면 서정리 803,"경상남도 거제시 거제면 거제남서로 3495, 나동 1층",53285,중국식,중국식
1291,스윗앤샷(SWEET&SHOT) 거제고현점,2024-04-15,영업/정상,,경상남도 거제시 고현동 978-4,"경상남도 거제시 서문로 67, 종원빌딩 1층 101(일부)호 (고현동)",53251,기타,기타
1292,그놈포차 거제상동점,2024-04-18,영업/정상,,경상남도 거제시 상동동 186-1,"경상남도 거제시 상동5길 15, 주1 1층 (상동동)",53294,기타,기타
1293,마장동고기집 거제점,2024-04-18,영업/정상,,경상남도 거제시 고현동 37-9 상후상가,"경상남도 거제시 고현로 114-1, 상후상가 1층 101,102(일부)호 (고현동)",53255,한식,한식
1294,시장국밥,2024-04-19,영업/정상,,경상남도 거제시 고현동 805-4,"경상남도 거제시 거제중앙로19길 12, 1층 (고현동)",53254,한식,한식
1295,역전 양평해장국 장승포점,2024-04-19,영업/정상,,경상남도 거제시 두모동 453,"경상남도 거제시 두모1길 4, 1층 (두모동)",53317,기타,기타
1296,롤엔케?,2024-04-19,영업/정상,,경상남도 거제시 아주동 1677-12,"경상남도 거제시 아주1로 92, 1층 (아주동)",53308,기타,기타
1297,김밥이 딱이야,2024-04-22,영업/정상,,경상남도 거제시 문동동 756 거제 센트럴 푸르지오,"경상남도 거제시 문동1길 42, 302동 1층 102호 (문동동, 거제 센트럴 푸르지오)",53298,분식,분식
1298,어반오아시스(Urban Oasis),2024-04-22,영업/정상,,경상남도 거제시 장평동 1201-8,"경상남도 거제시 장평로4길 22, 1층 (장평동)",53267,호프/통닭,호프/통닭
1299,인생미역(매미성본점),2024-04-23,영업/정상,,경상남도 거제시 장목면 대금리 268-4,"경상남도 거제시 장목면 옥포대첩로 1292, 1층",53202,한식,한식
1300,24시전주진미옥콩나물국밥(거제점),2024-04-24,영업/정상,055 635 7774,경상남도 거제시 장평동 319-9 태광스마트,"경상남도 거제시 장평3로 42, 태광스마트 1층 103호 (장평동)",53265,한식,한식
1301,맛일식,2024-04-24,영업/정상,,경상남도 거제시 고현동 1005-12,"경상남도 거제시 중곡로3길 48, 주1동 2층 (고현동)",53249,일식,일식
1302,자매맛집,2024-04-25,영업/정상,,경상남도 거제시 장평동 14,"경상남도 거제시 장평로6길 22, 장평성원임대아파트 상가동 1층 104호 (장평동)",53266,한식,한식
1303,아이러브포케(I Love Poke),2024-04-25,영업/정상,,경상남도 거제시 상동동 121,"경상남도 거제시 상동1길 19, 1동 1층 (상동동)",53296,한식,한식
1304,독봉라운지,2024-04-26,영업/정상,,경상남도 거제시 양정동 601-52,"경상남도 거제시 제산로 104-37, 주1동 1층 101호 (양정동)",53243,한식,한식
1305,바다다방,2024-04-30,영업/정상,,경상남도 거제시 일운면 지세포리 931-7,"경상남도 거제시 일운면 지세포해안로 98, 1층",53328,기타,기타
1306,몽돌칼국수,2024-05-02,영업/정상,,경상남도 거제시 동부면 구천리 912-3,"경상남도 거제시 동부면 거제중앙로 433, 2동 1층",53332,한식,한식
1307,강짬뽕,2024-05-03,영업/정상,,경상남도 거제시 옥포동 1289-1 옥포한신아파트,"경상남도 거제시 옥포로 260, 상가동 1층 106호 (옥포동, 옥포한신아파트)",53219,중국식,중국식
1308,집밥1번가,2024-05-03,영업/정상,055 6333600,경상남도 거제시 고현동 79-11,"경상남도 거제시 거제중앙로16길 6, 1층 (고현동)",53255,한식,한식
1309,룸비니레스토랑앤바(LUMBINI RESTAURANT&BAR),2024-05-03,영업/정상,,경상남도 거제시 장평동 346-25,"경상남도 거제시 장평3로7길 31, 1층 (장평동)",53263,"외국음식전문점(인도,태국등)","외국음식전문점(인도,태국등)"
1310,환화회맛집,2024-05-07,영업/정상,,경상남도 거제시 장목면 농소리 165,"경상남도 거제시 장목면 거제북로 2501-5, 1층",53200,횟집,횟집
1311,소문난 곰탕,2024-05-07,영업/정상,,경상남도 거제시 문동동 220,"경상남도 거제시 문동3길 43-7, 4동 1층 (문동동)",53297,탕류(보신용),탕류(보신용)
1312,오아시스(Oasis),2024-05-09,영업/정상,,경상남도 거제시 장평동 368-49,"경상남도 거제시 장평1로9길 28, 1층 (장평동)",53265,"외국음식전문점(인도,태국등)","외국음식전문점(인도,태국등)"
1313,야호패밀리,2024-05-09,영업/정상,055 681 9399,경상남도 거제시 장승포동 632 장승포주공아파트,"경상남도 거제시 장승로 40, 상가동 1층 101호 (장승포동, 장승포주공아파트)",53323,분식,분식
1314,동백당,2024-05-10,영업/정상,,경상남도 거제시 고현동 120-1 거제스테이,"경상남도 거제시 거제중앙로17길 5, 거제스테이 2층 (고현동)",53254,경양식,경양식
1315,네팔스토리(NEPAL STORY),2024-05-10,영업/정상,,경상남도 거제시 아주동 419,"경상남도 거제시 거제대로 3439, 2층 (아주동)",53304,"외국음식전문점(인도,태국등)","외국음식전문점(인도,태국등)"
1316,옥수동대구뽈찜,2024-05-13,영업/정상,,경상남도 거제시 능포동 681-6 엄오용상가,"경상남도 거제시 능포로 132-1, 엄오용상가 1층 101,102(일부)호 (능포동)",53315,한식,한식
1317,강성횟집물회전문점2,2024-05-13,영업/정상,055 681 6289,경상남도 거제시 일운면 지세포리 371,"경상남도 거제시 일운면 지세포해안로 204, 2층",53328,횟집,횟집
1318,목연,2024-05-17,영업/정상,,경상남도 거제시 장목면 장목리 231-72,"경상남도 거제시 장목면 옥포대첩로 1591, 1층",53201,한식,한식
1319,다가치깨통닭,2024-05-20,영업/정상,,경상남도 거제시 장목면 농소리 165,"경상남도 거제시 장목면 거제북로 2501-5, 2층",53200,호프/통닭,호프/통닭
1320,복고다방 중곡점,2024-05-20,영업/정상,,경상남도 거제시 고현동 987-6 동명주택,"경상남도 거제시 중곡로7길 10, 동명주택 1층 101호 (고현동)",53245,기타,기타
1321,면당포 거제장평점,2024-05-21,영업/정상,,경상남도 거제시 장평동 1212-2 거제 장평 유림노르웨이숲 상가동(103)동 101호,"경상남도 거제시 장평1로 7, 상가동(103)동 1층 101호 (장평동, 거제 장평 유림노르웨이숲)",53267,경양식,경양식
1322,아니모네(Anemone),2024-05-23,영업/정상,,경상남도 거제시 수월동 135-3 극동럭스빌,"경상남도 거제시 수양1길 66, 1층 103호 (수월동, 극동럭스빌)",53240,기타,기타
1323,오봉집 거제상동점,2024-05-27,영업/정상,055 6325080,경상남도 거제시 상동동 186-1,"경상남도 거제시 상동5길 15, 주1 1층 (상동동)",53294,한식,한식
1324,세포버거(sepo burger),2024-05-29,영업/정상,,경상남도 거제시 일운면 지세포리 929-62,"경상남도 거제시 일운면 지세포해안로 76, 1,2층",53328,기타,기타
1325,생마차(生馬車) 아주점,2024-05-30,영업/정상,,경상남도 거제시 아주동 1693-19,"경상남도 거제시 아주1로 33, 1층 (아주동)",53305,호프/통닭,호프/통닭
1326,압구정화로구이 거제상동점,2024-05-31,영업/정상,,경상남도 거제시 상동동 186-1,"경상남도 거제시 상동5길 15, 주1 1층 (상동동)",53294,식육(숯불구이),식육(숯불구이)
1327,빙동댕 거제고현점,2024-05-31,영업/정상,,경상남도 거제시 고현동 961-196 고현우편취급국,"경상남도 거제시 서문로 46-1, 1층 (고현동)",53253,기타,기타
1328,오봉집 거제고현점,2024-05-31,영업/정상,,경상남도 거제시 고현동 961-54 동유빌딩,"경상남도 거제시 서문로 74, 동유빌딩 1층 103호 (고현동)",53251,한식,한식
1329,가마치통닭(장승포옥수점),2024-06-05,영업/정상,,경상남도 거제시 능포동 690-6,"경상남도 거제시 능포로 131, 1층 4호 (능포동)",53316,호프/통닭,호프/통닭
1330,최강족발&막창구이,2024-06-07,영업/정상,055 682 1225,경상남도 거제시 옥포동 548-1,"경상남도 거제시 옥포로 182, 1층 101,102호 (옥포동)",53229,식육(숯불구이),식육(숯불구이)
1331,육즙창고 수월직영점,2024-06-17,영업/정상,,경상남도 거제시 양정동 930-12 진저곤씨근생및주택,"경상남도 거제시 수양로 495, 진저곤씨근생및주택 2층 (양정동)",53236,식육(숯불구이),식육(숯불구이)
1332,묵호횟집,2024-06-17,영업/정상,055 635 5276,경상남도 거제시 장평동 346-1,"경상남도 거제시 장평1로16길 10, 1층 (장평동)",53263,횟집,횟집
1333,기영이 숯불두마리치킨 거제상문점,2024-06-17,영업/정상,,경상남도 거제시 상동동 72-2,"경상남도 거제시 상동1길 39-1, 1층 103호 (상동동)",53296,호프/통닭,호프/통닭
1334,부촌,2024-06-17,영업/정상,055 6884221,경상남도 거제시 옥포동 507-15,"경상남도 거제시 옥포중앙로 89, 1층 (옥포동)",53220,한식,한식
1335,한신포차 거제아주점,2024-06-17,영업/정상,,경상남도 거제시 아주동 1687-3,"경상남도 거제시 아주1로2길 30, 2층 (아주동)",53305,호프/통닭,호프/통닭
1336,생마차(生馬車) 거제고현점,2024-06-17,영업/정상,,경상남도 거제시 고현동 961-84,"경상남도 거제시 고현로11길 17, 1층 (고현동)",53251,호프/통닭,호프/통닭
1337,우리집,2024-06-18,영업/정상,,경상남도 거제시 옥포동 540-15 국화연립,"경상남도 거제시 옥포로16길 12, 1층 104호 (옥포동, 국화연립)",53229,한식,한식
1338,뒷심,2024-06-18,영업/정상,,경상남도 거제시 아주동 1689-1,"경상남도 거제시 아주1로4길 23, 1층 (아주동)",53305,식육(숯불구이),식육(숯불구이)
1339,카페 바바라 발리(CAFE BARBARA BALI),2024-06-19,영업/정상,,경상남도 거제시 일운면 망치리 337,"경상남도 거제시 일운면 망치3길 4, 주1동 1층, 주2동 1~2층",53329,기타,기타
1340,깡우동 거제고현점,2024-06-19,영업/정상,055 6371252,경상남도 거제시 고현동 961-208,"경상남도 거제시 거제중앙로 1912-7, 주1동 1층 (고현동)",53251,분식,분식
1341,그림,2024-06-19,영업/정상,,경상남도 거제시 고현동 1015,"경상남도 거제시 중곡로 13, 성서상가 1층 116호 (고현동)",53249,분식,분식
1342,꽃마실,2024-06-19,영업/정상,,경상남도 거제시 장승포동 600-4,"경상남도 거제시 장승로 45, 1층 (장승포동)",53322,기타,기타
1343,강고짚,2024-06-20,영업/정상,055 637 2126,경상남도 거제시 고현동 993-1,"경상남도 거제시 중곡1로2길 15, 1층 (고현동)",53249,식육(숯불구이),식육(숯불구이)
1344,매미착한밥상,2024-06-21,영업/정상,,경상남도 거제시 장목면 대금리 317-3,"경상남도 거제시 장목면 옥포대첩로 1313, 주1동 1층",53202,한식,한식
1345,오가네,2024-06-24,영업/정상,,경상남도 거제시 상동동 997-10,"경상남도 거제시 거제중앙로 1783, 1층 (상동동)",53287,한식,한식
1346,비치하우스,2024-06-27,영업/정상,,경상남도 거제시 장목면 대금리 425-1,"경상남도 거제시 장목면 옥포대첩로 1358, 1층",53202,한식,한식
1347,고현회초장,2024-06-28,영업/정상,,경상남도 거제시 고현동 804-2,"경상남도 거제시 고현로8길 4-1, 2층 (고현동)",53254,횟집,횟집
1348,샌드&타르트(SAND&TARTE),2024-06-28,영업/정상,,경상남도 거제시 고현동 961-38,"경상남도 거제시 서문로 70, 1층 (고현동)",53251,기타,기타
1349,옥포생복국집,2024-07-03,영업/정상,055 687 3057,경상남도 거제시 옥포동 494,"경상남도 거제시 옥포로10길 25-2, 1층 (옥포동)",53229,복어취급,복어취급
1350,메르치 45김밥 거제수월점,2024-07-04,영업/정상,,경상남도 거제시 수월동 1092 거제자이,"경상남도 거제시 수양로 442, 상가1동 1층 111호 (수월동, 거제자이)",53238,한식,한식
1351,우리김밥,2024-07-04,영업/정상,,경상남도 거제시 고현동 987-5 세일마트,"경상남도 거제시 중곡로7길 12, 가동 1층 (고현동)",53245,한식,한식
1352,한우촌,2024-07-05,영업/정상,055 681 3133,경상남도 거제시 아주동 901-2,"경상남도 거제시 거제대로 3583, 주건축물제1동 1층 (아주동)",53301,식육(숯불구이),식육(숯불구이)
1353,일구오공(1950)흥남국밥,2024-07-05,영업/정상,055 633 1950,경상남도 거제시 고현동 978-14,"경상남도 거제시 서문로 65-1, 주2동 1층 101~103호 (고현동)",53251,한식,한식
1354,소문난 칼국수,2024-07-08,영업/정상,,경상남도 거제시 옥포동 510-19,"경상남도 거제시 옥포로22길 31, 1층 (옥포동)",53222,한식,한식
1355,또래오래 덕포비치점,2024-07-18,영업/정상,055 688 1233,경상남도 거제시 덕포동 62-1,"경상남도 거제시 덕포5길 45, 1층 (덕포동)",53213,호프/통닭,호프/통닭
1356,바다향,2024-07-18,영업/정상,,경상남도 거제시 남부면 갈곶리 292-2 1층,"경상남도 거제시 남부면 도장포1길 54, 1층",53334,횟집,횟집
1357,뽁당볶음밥 거제점,2024-07-29,영업/정상,055 635 6300,경상남도 거제시 고현동 236-4,"경상남도 거제시 거제중앙로 1832, 1층 (고현동)",53259,한식,한식
1358,삼시네끼,2024-07-31,영업/정상,,경상남도 거제시 장목면 장목리 303-1,"경상남도 거제시 장목면 거제북로 1180-1, 1층",53201,한식,한식
1359,굿데이 포차,2024-08-01,영업/정상,055 636 7222,경상남도 거제시 고현동 1006-2,"경상남도 거제시 중곡1로 14, 1층 101호 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
1360,정(じょう),2024-08-02,영업/정상,,경상남도 거제시 고현동 1014-4,"경상남도 거제시 중곡로1길 8, 1층 (고현동)",53249,일식,일식
1361,노랑통닭 장목점,2024-08-05,영업/정상,055 633 8430,경상남도 거제시 장목면 장목리 305,"경상남도 거제시 장목면 거제북로 1188, 2동 1층",53201,호프/통닭,호프/통닭
1362,예이제2,2024-08-06,영업/정상,,경상남도 거제시 남부면 저구리 206,"경상남도 거제시 남부면 저구2길 8-2, 1층",53333,한식,한식
1363,달달한 밤,2024-08-07,영업/정상,,경상남도 거제시 일운면 지세포리 931-5,"경상남도 거제시 일운면 지세포해안로 90-6, 2층",53328,한식,한식
1364,갈치마당,2024-08-07,영업/정상,,경상남도 거제시 고현동 405-9,"경상남도 거제시 거제중앙로8길 4, 1층 (고현동)",53259,한식,한식
1365,동행,2024-08-12,영업/정상,,경상남도 거제시 고현동 967-13,"경상남도 거제시 거제중앙로31길 24-1, 1층 (고현동)",53252,한식,한식
1366,몽돌소면,2024-08-12,영업/정상,,경상남도 거제시 동부면 학동리 276-1,"경상남도 거제시 동부면 거제중앙로 8, 1층",53332,분식,분식
1367,삼이삼푸드,2024-08-12,영업/정상,,경상남도 거제시 남부면 저구리 322,경상남도 거제시 남부면 거제남서로 1040-12,53333,한식,한식
